2.393072674112439415e+02,2.513621252536813245e+03,2.495216368531922853e+03,2.962829699261155838e+03,4.330464644242664751e-01,-2.402249322519392383e+00,2.434657601493712491e+02,5.024762644164524659e+02,5.024762644164524659e+02,3.090048024051646735e+03,4.887806891323503988e-01,7.853981633974482790e-01
2.382581724225213975e+02,2.477947825649350762e+03,2.456095883082961336e+03,2.990123087246618070e+03,4.759863183529715602e-01,-2.402249322519392383e+00,2.422918858979958259e+02,5.394042937538956721e+02,5.394042937538956721e+02,3.120735581330719015e+03,5.312614138056452884e-01,7.853981633974482790e-01
2.371126340467354510e+02,2.443272330819263061e+03,2.418069758056752562e+03,3.019542875660473328e+03,5.193323721039487806e-01,-2.402249322519392383e+00,2.410253326593128236e+02,5.751792934538539157e+02,5.751792934538539157e+02,3.153463619454119453e+03,5.741804636087498581e-01,7.853981633974482790e-01
2.358718824295923184e+02,2.409674659495987271e+03,2.381225604668642518e+03,3.051021859130742996e+03,5.631257361131640771e-01,-2.402249322519392383e+00,2.396674655105653926e+02,6.097209174072401083e+02,6.097209174072401083e+02,3.188159199948497189e+03,6.175777002568498819e-01,7.853981633974482790e-01
2.345373026930836318e+02,2.375018615556352870e+03,2.343220810037165393e+03,3.079174627211920779e+03,5.008159184447217305e-01,-2.402249322519392383e+00,2.382198105098974850e+02,6.429502241761615551e+02,6.429502241761615551e+02,3.224743605448307335e+03,6.614942460949767566e-01,7.853981633974482790e-01
2.333369491562299061e+02,2.341406934311768964e+03,2.306361292974452226e+03,3.109415561819040704e+03,5.449881864591524794e-01,-2.402249322519392383e+00,2.366840689852315336e+02,6.747898394363481884e+02,6.747898394363481884e+02,3.263132237647559123e+03,7.059725755365555688e-01,7.853981633974482790e-01
2.320409291852620015e+02,2.308919852525745227e+03,2.270735043376995691e+03,3.141673071141993660e+03,5.896448187985336986e-01,-2.402249322519392383e+00,2.350621333659969707e+02,7.051641333651751893e+02,7.051641333651751893e+02,3.303234512465346143e+03,7.510566029965757284e-01,7.853981633974482790e-01
2.306507645519701555e+02,2.277636270804948253e+03,2.236428585874031342e+03,3.175869422374121314e+03,6.348306842392833493e-01,-2.402249322519392383e+00,2.333561046559049714e+02,7.339994145200955700e+02,7.339994145200955700e+02,3.344953753771900210e+03,7.967917656493355150e-01,7.853981633974482790e-01
2.291681615656521842e+02,2.245167238147417720e+03,2.200822129459629650e+03,3.206858453854708387e+03,5.715019469533648699e-01,-2.402249322519392383e+00,2.315683116445298708e+02,7.601026990164260724e+02,7.638503811324849266e+02,3.387132314862556996e+03,8.162352229695029049e-01,7.185204366304411838e-01
2.278159217401513956e+02,2.213870415152054193e+03,2.166501151201744960e+03,3.239818053506605793e+03,6.171408825584336899e-01,-2.402249322519392383e+00,2.297468810355179016e+02,7.859060825166866380e+02,7.933583895772165988e+02,3.429113735415712199e+03,8.196632459257915393e-01,7.185204366304411838e-01
